original_title,original_artist,spotify_title,spotify_artist,album,release_date,popularity,duration_ms,explicit,album_cover,kmeans_cluster,dbscan_cluster
I Wanna Sing ,Scott Krippayne,I Wanna Sing - Autobiography Album Version,Scott Krippayne,Bright Star Blue Sky,1999,17,234866,False,https://i.scdn.co/image/ab67616d0000b27379484bfd5a4cecd743379734,1,2
La Blonde de Pékin,Annie Philippe,"La blonde de Pékin (From ""La blonde de Pékin"")",Annie Philippe,Diaboliquement vôtre / Adieu l'ami / Tante Zita / La blonde de Pékin / Opération Gauguin (Teva) [Bandes originales],2006,2,169253,False,https://i.scdn.co/image/ab67616d0000b273bd0bec63f7f6a9a64535ab89,1,-1
Ett Norrskensdåd,Finntroll,Ett Norrskensdåd,Finntroll,Nifelvind,2010,28,214426,False,https://i.scdn.co/image/ab67616d0000b273fe111896e6e8ff6c30073266,1,199
Cunoasterea Tacuta,Negura Bunget,Cunoasterea Tacuta,Negură Bunget,OM,2003,15,431666,False,https://i.scdn.co/image/ab67616d0000b273ab1912e230961f21ccfc5e9b,1,189
Nobody But Me - Original,Dee Clark,Nobody But Me - Original,Dee Clark,Dee Clark Selected Hits Vol. 4,2011,0,138750,False,https://i.scdn.co/image/ab67616d0000b27362931e4efa9ede19ee23a6c8,1,240
Lost In Translation,Pitch Black,Lost In Translation - International Observer Meets Horace Remix,Pitch Black,Frequencies Fall,2006,20,305920,False,https://i.scdn.co/image/ab67616d0000b273d82cce4af49ab5566ccf88e7,1,2
Hard Not 2 Kill ,Fat Joe,Hard Not 2 Kill,Fat Joe,"Me, Myself & I",2006,10,175066,True,https://i.scdn.co/image/ab67616d0000b273325d6857d7b1ddfed62e7f0d,4,517
Downtown ,Crazy Horse,Downtown,Neil Young,Mirror Ball,1995,26,310800,False,https://i.scdn.co/image/ab67616d0000b2732cb745aefcc31fdf316b36d6,1,-1
Dinosaur Bones,Showbread,Dinosaur Bones,Showbread,Age Of Reptiles,2006,4,264573,False,https://i.scdn.co/image/ab67616d0000b2738a24676cd066c4bf609dc618,1,2
We Made It [Instrumental],Busta Rhymes feat. Linkin Park,We Made It (feat. Linkin Park) - Instrumental,Busta Rhymes,We Made It (feat. Linkin Park),2008,18,238200,False,https://i.scdn.co/image/ab67616d0000b27364f1da3360c48b2689647d5e,4,-1
Desire,Rockabye Baby!,Desire,Rockabye Baby!,Lullaby Renditions of U2,2007,16,312800,False,https://i.scdn.co/image/ab67616d0000b2733270187cbd4cb520eb9882a2,1,2
Clear Channels,Roj,Clear Channels,Roj,The Transactional Dharma of Roj,2009,2,41640,False,https://i.scdn.co/image/ab67616d0000b273966b446aeeb44e56219d2ed1,1,2
Cintura Fina,Alceu Valença,Cintura Fina,Alceu Valença,20 Grandes Sucessos De Alceu Valença,1998,27,183573,False,https://i.scdn.co/image/ab67616d0000b2730b7b154fa6cba64cf53681e9,1,154
New Meaning,Mudhoney,New Meaning,Mudhoney,The Lucky Ones,2008,1,159666,False,https://i.scdn.co/image/ab67616d0000b273e511f2af2caf094a3f07d9dc,1,245
Tis Monaxias Ta Monopatia,Peggy Zina,Tis Monaxias Ta Monopatia,Peggy Zina,Mazi Sou,2003,14,214880,False,https://i.scdn.co/image/ab67616d0000b2737241c24bb4b43be23015a64b,1,108
Misty Bog,Winifred Phillips,Misty Bog,Winifred Phillips,SimAnimals (Original Soundtrack),2009,0,83013,False,https://i.scdn.co/image/ab67616d0000b273609f4d33c04bd5baf77ca7b2,1,2
Hang 'm High,Ned Nash Orchestra,Hang 'M High,Ned Nash Orchestra,Western Movie Themes,2015,8,174733,False,https://i.scdn.co/image/ab67616d0000b2731207aa4c95baf89d13d4ff07,1,2
Turkey And Dressin,Casual,Turkey And Dressin,Casual,Truck Driver,2003,1,187466,False,https://i.scdn.co/image/ab67616d0000b273de059b936b73b2edb48802e6,1,262
Ciudad desierta,Alex Ubago,Ciudad desierta,Alex Ubago,Calle ilusión,2009,15,186093,False,https://i.scdn.co/image/ab67616d0000b2730e6fa559dd4f3db80b672b83,1,513
Somebody Has Stolen My Girl,Cornel Campbell,Somebody Has Stolen My Girl,Cornell Campbell,Somebody Has Stolen My Girl,1978,0,173013,False,https://i.scdn.co/image/ab67616d0000b273a6bacade0d042910738fcbb3,3,32
Ho Capito Che Ti Amo,Brazilian Tropical Orchestra,Ho Capito Che Ti Amo,Brazilian Tropical Orchestra,The Best Of Brazilian Tropical Orchestra - Vol. 1,2013,0,126160,False,https://i.scdn.co/image/ab67616d0000b2736b2db631bd7f3360daadabe2,1,2
See The Light,The Jeff Healey Band,See the Light,The Jeff Healey Band,See the Light,1988,29,266933,False,https://i.scdn.co/image/ab67616d0000b273fdbab2719c36671309c5d2cb,1,168
Hold Up My Heart,Brooke White,Hold Up My Heart,Brooke White,Hold Up My Heart,2009,4,233906,False,https://i.scdn.co/image/ab67616d0000b273dcefe3817cd597c9b6793fa6,1,2
A Sailboat In The Moonlight,Arthur Tracy,A Sailboat In The Moonlight,Arthur Tracy,The Very Best Of (Remastered),2011,0,175866,False,https://i.scdn.co/image/ab67616d0000b273d60fcf0b63d76420d13339a4,1,2
Eoarchaean,The Ocean,Eoarchaean,The Ocean,Precambrian,2008,12,285946,False,https://i.scdn.co/image/ab67616d0000b27303d6592a348a441a60bbdb80,1,297
Directions to my special place,themselves,Directions to My Special Place,Themselves,Them,2019,8,274093,True,https://i.scdn.co/image/ab67616d0000b2738c2164908b9b4351cdeec19b,1,178
I Do ,Tina Ann,What's Love Got to Do with It - 2015 Remaster,Tina Turner,Private Dancer (30th Anniversary Issue),1984,67,230240,False,https://i.scdn.co/image/ab67616d0000b273f82ae34da3139fbd2a88332b,1,11
Mesmerized,Miguel Migs,Mesmerized,Miguel Migs,Those Things,2007,21,344626,False,https://i.scdn.co/image/ab67616d0000b273bcfa9ff8b9db279ace46e013,1,2
Between You And Me,Joy Enriquez,Between You And Me,Joy Enriquez,Joy Enriquez,2001,3,260973,False,https://i.scdn.co/image/ab67616d0000b273caad08f16cef5afb123c0fce,1,2
Adios_ Amigos! ,J. Karjalainen & Mustat Lasit,"Adios, Amigos! - 2003 Digital Remaster;",J. Karjalainen & Mustat Lasit,Lumipallo,1988,4,169826,False,https://i.scdn.co/image/ab67616d0000b27317db85525ad31d20bc51a2a1,1,487
Angel,Julio Iglesias Jr,Ángel,Julio Iglesias Jr,Por La Mitad,2008,4,253253,False,https://i.scdn.co/image/ab67616d0000b2734cd3cce628c4337ceb94b6f2,1,2
10000 Km,La Portuaria,10000 Km,La Portuaria,10000 Km,2003,39,250386,False,https://i.scdn.co/image/ab67616d0000b273dfaf4e7e63ad3f9f086dda4c,1,496
The Christmas Song  ,Nicole Mullen,The Christmas Song,Nicole C. Mullen,Christmas in Black and White,2002,14,194960,False,https://i.scdn.co/image/ab67616d0000b27318bcfc2e5202e9aef7886aeb,1,114
Comfortubly Numb,Big One,Comfortubly Numb,Big One,Live At Valle Dei Templi,2008,0,500213,False,https://i.scdn.co/image/ab67616d0000b27397b051988c707c02371b8d0a,1,2
Sad Girl ,The Stems,Sad Girl,The Stems,At First Sight Includes Bo Nus Disc With Bsides \ Live Tracks,1987,18,215573,False,https://i.scdn.co/image/ab67616d0000b273664c15b8b536c8ac9797ca9e,1,2
La Chola Caderona,Sonora Carruseles,La Chola Caderona,Sonora Carruseles,Salsa y Cumbia de Colombia para el Mundo,2015,6,295306,False,https://i.scdn.co/image/ab67616d0000b27376ef329db0ec3cafa04c5cc1,1,56
Why Baby Why,Hank Locklin,Why Baby Why,Hank Locklin,RCA Country Legends,2003,7,143826,False,https://i.scdn.co/image/ab67616d0000b27351626ff4836e45a4dafa5cda,1,131
Gracieusette,Gus Viseur,Gracieusette,Gus Viseur,Les Inoubliables De L'accordéon,1994,6,160973,False,https://i.scdn.co/image/ab67616d0000b27354a5da1e880a7568379aa5c5,1,251
Peace Dance,Terry Riley,Peace Dance,Terry Riley,Lisbon Concert,1996,0,349200,False,https://i.scdn.co/image/ab67616d0000b2738189e5382d403fab64b6a36b,1,2
Please Jesus_ Send Me Someone To Fuck,All Leather,"Please Jesus, Send Me Someone To Fuck",All Leather,Hung Like A Horse EP,2009,1,121040,True,https://i.scdn.co/image/ab67616d0000b273e2ef64f06e2d96f01ab245b6,1,3
Flute,Les Ogres De Barback,Flute - Instrumental,Les Ogres De Barback,Croc' noces,2001,4,247413,False,https://i.scdn.co/image/ab67616d0000b27317cb50888a86fa06bbbdefa1,1,125
North American Ballads: No. 2 - Which Side Are You On?,David Jalbert,North American Ballads: No. 2 - Which Side Are You On?,David Jalbert,Corigliano & Rzewski: Ballads & Fantasies,2003,0,555000,False,https://i.scdn.co/image/ab67616d0000b27354dfd96b16ebee4eec660580,1,2
All I Really Want,Premiums,All I Really Want,The Premiums,Recognizer,2021,0,171493,False,https://i.scdn.co/image/ab67616d0000b273afb27980f4c085ca84c1133f,1,2
Big Girl Blues,Danny Barnes,Big Girl Blues,Danny Barnes,Get Myself Together,2005,1,169480,False,https://i.scdn.co/image/ab67616d0000b273545c193b9b2674e056d7b28b,1,293
Ain't Gone 'N' Give Up On Love,Stevie Ray Vaughan And Double Trouble,Ain't Gone 'N' Give up on Love,Stevie Ray Vaughan,Soul to Soul,1985,35,366666,False,https://i.scdn.co/image/ab67616d0000b2731b45c9a0c1df131f66d9c2ca,1,70
Tracy,Goldfish,Tracy,GoldFish,Berlin Insane II,2008,0,166653,False,https://i.scdn.co/image/ab67616d0000b2738df494c21251120aa911b04a,1,2
Savin' Me,Nickelback,Savin' Me - 2020 Remaster,Nickelback,All The Right Reasons (15th Anniversary Expanded Edition),2005,68,219293,False,https://i.scdn.co/image/ab67616d0000b273bad7e941f557e06019b87fd4,1,499
Turn It Around,Tony Matterhorn,Turn It Around,Tony Matterhorn,Don Corleon Presents - Raging Bull Riddim,2009,0,207734,False,https://i.scdn.co/image/ab67616d0000b273183ec652f42f1d123df575bb,1,19
How Y' All Doin',Kyle Eastwood,How Y' All Doin',Kyle Eastwood,Now,2006,25,207200,False,https://i.scdn.co/image/ab67616d0000b2735c8630d4f47ec5237a4b705f,1,2
Rules of Attraction ,Tina Ann,Rules of Attraction (Chris Cox),Tina Ann,Situations,2004,0,251720,False,https://i.scdn.co/image/ab67616d0000b273a9591c9762d0427a2a0f8cfd,1,2
Knucklebuster,Chet Atkins,Knucklebuster,Chet Atkins,"Chet Atkins, C.G.P.",1988,2,319466,False,https://i.scdn.co/image/ab67616d0000b273ae4321366fb9b942b06fb8a3,1,131
Go On,JK,Go On - Radio Edit,JK,The Story of You and I,2021,31,237218,False,https://i.scdn.co/image/ab67616d0000b2735dd921d5018bd9a0e47356a3,1,315
Crackbabies,Urge Overkill,Crackbabies,Urge Overkill,Saturation,1993,12,242133,False,https://i.scdn.co/image/ab67616d0000b2730d497cb40b54b08f7262c435,1,-1
Fear of Girls ,U.K. Subs,Fear of Girls - Live 2023,U.K. Subs,The Last Will And Testament of UK Subs (Live),2024,5,132708,False,https://i.scdn.co/image/ab67616d0000b27309be88686b3f5576108e000c,1,44
Once,Harry Connick_ Jr.,For Once In My Life,"Harry Connick, Jr.",Only You,2004,23,236933,False,https://i.scdn.co/image/ab67616d0000b27342a8563b35cc40b05938cc97,1,504
Roll Old Jeremiah,The Black Crowes,Roll Old Jeremiah,The Black Crowes,Before the Frost... Until the Freeze,2009,11,266453,False,https://i.scdn.co/image/ab67616d0000b2737969117b2296394202c90680,1,243
Love_ Peace and Harmony,Bow Wow Wow,"Love, Peace and Harmony",Bow Wow Wow,"Love, Peace & Harmony The Best Of Bow Wow Wow",2008,5,170840,False,https://i.scdn.co/image/ab67616d0000b273f8e0f686637960af9519e8a6,1,222
Suti-suti,M.A. Numminen,Suti-suti,M.A. Numminen,Gommin ja Pommin metsäkarnevaali,1995,0,118306,False,https://i.scdn.co/image/ab67616d0000b273df487f7dd777ad2faf549d45,1,2
Woman,Free,Woman,Free,Free,1969,35,231066,False,https://i.scdn.co/image/ab67616d0000b273640df56fe46cd51896a00810,1,-1
Hop_ Skip & Jump,Opals,"Hop, Skip & Jump",Opals,Doo-Wop Classics Vol. 9 (Beltone Records),2007,0,152586,False,https://i.scdn.co/image/ab67616d0000b273b7daa4ebbfe9201bba09b14c,1,2
Bring It On,Goose,Bring It On,GOOSE,Bring It On,2006,21,241613,False,https://i.scdn.co/image/ab67616d0000b273310fce3fc5fc0f5096b062e6,1,2
Gum,Emit,Medley: Bubble Gum The Blues / I'm A Cruiser,Emitt Rhodes,The Emitt Rhodes Recordings (1969-1973),2009,9,283240,False,https://i.scdn.co/image/ab67616d0000b273f50e7870ba2f1df39dce7386,1,2
Con un poquitito de suerte,Leo Dan,Con Un Poquitito De Suerte,Leo Dan,Bendiciones,2013,14,177026,False,https://i.scdn.co/image/ab67616d0000b27374196ca4fc9c94eb84e7c894,1,638
Little Bird,Annie Lennox,Little Bird,Annie Lennox,Diva,1992,46,292425,False,https://i.scdn.co/image/ab67616d0000b273abd613e1f4e193ccc603210f,1,586
Karola,Remmy Ongala,Karola,Remmy Ongala,Songs for the Poor Man,1989,13,348506,False,https://i.scdn.co/image/ab67616d0000b273557a007b3453fe1e4713981d,1,2
House Of Pain,Van Halen,House of Pain - 2015 Remaster,Van Halen,1984 (Remastered),1984,40,199840,False,https://i.scdn.co/image/ab67616d0000b273b414c63fb435b622238c15ed,1,35
The Child Deirdre,Mychael Danna & Jeff Danna,The Child Deirdre,Mychael Danna,A Celtic Tale: The Legend of Deirdre,1996,13,244266,False,https://i.scdn.co/image/ab67616d0000b273cbd4e3a746800312de86a39d,1,107
Sense,Beherit,Sense,Beherit,H418ov21.c + Electric Doom Synthesis,2007,3,625586,False,https://i.scdn.co/image/ab67616d0000b2730cc9e328a8662d0e74b45f57,1,189
Slut [Live at Lafayette's Music Room_ Memphis_ TN_ January 1973],Big Star,"Slut - Live at Lafayette's Music Room, Memphis, TN, January 1973",Big Star,Keep An Eye On The Sky,2009,0,214106,False,https://i.scdn.co/image/ab67616d0000b2734c48e4c24a0f5c10ade07ed3,1,160
Locaccmaccam,Marc Perrone,Locaccmaccam,Marc Perrone,Voyages,2006,3,143506,False,https://i.scdn.co/image/ab67616d0000b2739b6cea29b770409c0df906ea,1,2
Harmony Of The Forest,Kitaro,Harmony Of The Forest,Kitaro,The Ultimate Kitaro Collection: Silk Road Journey,2012,3,382506,False,https://i.scdn.co/image/ab67616d0000b273459c4c56ad4b5a0e3a838a5f,1,67
I'm On Your Tail,Paul Carrack,I'm on Your Tail,Paul Carrack,Groove Approved,1989,3,375666,False,https://i.scdn.co/image/ab67616d0000b27315fe71c4c7b2209f7d062a0d,1,2
Still,Jennifer Lopez,Still,Jennifer Lopez,This Is Me...Then,2002,31,220560,False,https://i.scdn.co/image/ab67616d0000b273a1bf4c1efc808162ac95090f,1,226
You'll Never Find,The Impressions,You'll Never Find,The Impressions,It's About Time,1976,1,281640,False,https://i.scdn.co/image/ab67616d0000b27348860460d8b74f9a7c801986,1,609
Ask The Angels,The Distillers,Ask The Angels,The Distillers,The Distillers,2000,22,190960,False,https://i.scdn.co/image/ab67616d0000b273c0b2aa5a2d54ce64fe5573e7,1,453
All Time Low ,Grey Area,All Time Low,Grey Area,Grey Area,1998,12,189333,False,https://i.scdn.co/image/ab67616d0000b273030f42a2eef67b2bb23af1c9,1,2
Hundre År Gammal,Khold,Hundre År Gammal,Khold,Hundre År Gammal,2008,6,209200,True,https://i.scdn.co/image/ab67616d0000b273d69fc9ce2b30cb53337a0d86,1,-1
Vacation Rain ,Sister Hazel,Vacation Rain,Sister Hazel,Release,2009,9,231373,False,https://i.scdn.co/image/ab67616d0000b2739155148d006a8b98bc017699,1,283
Byal ravnec,Lot Lorien,Byal ravnec,Lot Lorien,Lot Lorien,2010,1,368173,False,https://i.scdn.co/image/ab67616d0000b27345c473ff447108a1fb0d0a93,1,2
2 Late 4 Goodbyes,Jeff Scott Soto,2 Late 4 Goodbyes,Jeff Scott Soto,Prism,2002,2,301947,False,https://i.scdn.co/image/ab67616d0000b273d4d528d2ddfae8e802daba73,1,228
Too Many Choices,Bad Azz,Too Many Choices,Bad Azz,Personal Business,2001,4,285880,True,https://i.scdn.co/image/ab67616d0000b2734dda2240435e535920f23b11,1,258
Stick Out,Melt Banana,Stick Out,Melt-Banana,Speak Squeak Creak,1994,10,42333,False,https://i.scdn.co/image/ab67616d0000b2734fb42c573c91d56fe004ee03,1,2
Guantanamera,Wyclef Jean,"Guantanamera (feat. Ms. Lauryn Hill, Celia Cruz & Jeni Fujita)",Wyclef Jean,Wyclef Jean presents The Carnival featuring Refugee Allstars (feat. Refugee All Stars),1997,52,270493,False,https://i.scdn.co/image/ab67616d0000b2730e14aa8361fbf8b5648fc3b7,1,2
Polly's Dress,Hem,Polly's Dress,Hem,Rabbit Songs,2001,14,72266,False,https://i.scdn.co/image/ab67616d0000b2738106fb07e7ce7cc32c03f91f,1,402
We Bite,The Misfits,We Bite,Misfits,"Earth A.D. / Die, Die My Darling",1984,30,75106,False,https://i.scdn.co/image/ab67616d0000b273f52e94692944d40e7faf3c81,1,57
Ballad Of The Boll Weevil  ,Mance Lipscomb,Ballad of the Boll Weevil - Take 10; Remastered Version,Mance Lipscomb,Trouble In Mind,2003,1,151800,False,https://i.scdn.co/image/ab67616d0000b273fd8d66262e872ec760c5468b,1,122
What'Cha Gonna Do About It,Small Faces,What'Cha Gonna Do About It,Small Faces,The Small Faces,1966,27,117266,False,https://i.scdn.co/image/ab67616d0000b2731481b4667fde4c905fcf0345,1,215
Objection ,Shakira,Objection (Tango),Shakira,Laundry Service,2001,51,222533,False,https://i.scdn.co/image/ab67616d0000b2731f400a1f4d821b00824cf58f,1,54
Doomed To Walk The Earth,Swallow The Sun,Doomed To Walk The Earth,Swallow The Sun,Hope,2006,11,510053,False,https://i.scdn.co/image/ab67616d0000b273bf9fb7e3829dad54379799f7,1,281
These Days,Hushabye Baby,These Days,Hushabye Baby,Hushabye Baby: Lullaby Renditions of Rascal Flatts,2009,7,210853,False,https://i.scdn.co/image/ab67616d0000b273eb9e2434a32cad4cdb3dda77,1,2
Polyester,Maximilian Hecker,Polyester,Maximilian Hecker,Infinite Love Songs,2001,16,228813,False,https://i.scdn.co/image/ab67616d0000b273e92d0ca224bdd8ac25314833,1,47
The Dark Road,White Willow,The Dark Road,White Willow,Signal to Noise,2006,0,257292,False,https://i.scdn.co/image/ab67616d0000b2738566ed302996b742cf3f90f5,1,2
Breaking In,Alexandre Desplat,Breaking In,Alexandre Desplat,Firewall (Original Motion Picture Soundtrack),2006,0,176973,False,https://i.scdn.co/image/ab67616d0000b2732dcb20c05cc1a6d0e3ed144f,1,288
Nothing's The Same ,Gary Moore,Nothing's The Same - 2002 Digital Remaster,Gary Moore,After Hours,1992,32,306666,False,https://i.scdn.co/image/ab67616d0000b273dcea8583b8b747a70e9f4b46,1,484
Side Steppin',Paul Brown,Side Steppin',Allon Sams,The City,2005,17,214733,False,https://i.scdn.co/image/ab67616d0000b273cccd35505ec90918cb344d1e,1,2
Facedown,Matt Redman,Facedown,Matt Redman,Facedown,2004,16,342173,False,https://i.scdn.co/image/ab67616d0000b2733d3be42b3cfdad1cb0ad3f33,1,58
Hard To Concentrate ,Red Hot Chili Peppers,Hard to Concentrate,Red Hot Chili Peppers,Stadium Arcadium,2006,55,241840,False,https://i.scdn.co/image/ab67616d0000b27309fd83d32aee93dceba78517,1,535
Que Si_ Que No,Jody Bernal,"Que Si, Que No - Sunclub Radio Mix",Jody Bernal,"Que Si, Que No (Expanded Edition)",2000,45,191506,False,https://i.scdn.co/image/ab67616d0000b273f4897cc9938a496819a7aa27,1,2
I Don't Wanna be A Star,Corona,I Don't Wanna be A Star - Lee Marrow E.U.R.O Radio Edit,Corona,I Don't Wanna Be a Star,1995,38,244880,False,https://i.scdn.co/image/ab67616d0000b273e3756f6bfaecd379c914634c,1,64
I Believe In You ,Go Fish,I Believe In You - More Than A Story Album Version,Go Fish,More Than A Story,2001,11,344866,False,https://i.scdn.co/image/ab67616d0000b273ccf2fb6d1a0aa16092113c95,1,2
She Will Be Loved,Maroon 5,She Will Be Loved - Radio Mix,Maroon 5,Songs About Jane: 10th Anniversary Edition,2002,79,259453,False,https://i.scdn.co/image/ab67616d0000b27392f2d790c6a97b195f66d51e,1,113
I'm A Tomorrow,Ec8or,I'm a Tomorrow,Ec8or,The One and Only High and Low,2000,1,123600,False,https://i.scdn.co/image/ab67616d0000b273e2d2a1124520e1c9d7cf346b,1,2
Valkyria,YGGDRASIL,Valkyria,Yggdrasil,Vedergällning,2011,1,242973,False,https://i.scdn.co/image/ab67616d0000b2739db54640d610d2608513f5c8,1,39
Senegal Son,Renee Rosnes,Senegal Son,Renee Rosnes,Life On Earth,2002,0,363733,False,https://i.scdn.co/image/ab67616d0000b2739a4b05361d56f9c1b9fc7bed,1,2
Where You Belong,The Summer Obsession,Where You Belong,The Summer Obsession,This Is Where You Belong,2006,4,282213,False,https://i.scdn.co/image/ab67616d0000b27346f6efafc418f6dea7647ba9,1,-1
Fair Enough ,Beth Nielsen Chapman,Fair Enough,Beth Nielsen Chapman,Sand And Water,1997,10,220066,False,https://i.scdn.co/image/ab67616d0000b273877495ae627f51386500c58c,1,2
Lost Love,Barry Goldberg,Lost Love (Live),Barry Goldberg,Nothin' but the Blues,2016,0,265333,False,https://i.scdn.co/image/ab67616d0000b2735e82e6db31d8882242374eb6,1,2
Imaginary Love,Mae West,Imaginary Love,Mae West,The Best of Mae West,2022,0,174392,False,https://i.scdn.co/image/ab67616d0000b273c466fec1ae3df380422ab2bb,1,2
Espoirs Perdus ,Jo Privat,Espoirs Perdus (Valse),Jo Privat,Dansez Avec Jo Privat,1998,0,164333,False,https://i.scdn.co/image/ab67616d0000b273a5dbe6c36bf13b2adb9a96cf,1,251
The Song of the Riddles,Willie Clancy,The Song of the Riddles,Willie Clancy,The Minstrel from Clare,1967,1,226680,False,https://i.scdn.co/image/ab67616d0000b273a434c352dde79a15dac4f2df,1,53
American Lovebite,Dons,American Lovebite,Dons,Lights On,2006,1,200467,False,https://i.scdn.co/image/ab67616d0000b273797689b21b049e1b53279a68,1,2
Release,LORE,Release Me,Conway Twitty,"Louisiana Woman, Mississippi Man",1973,19,178626,False,https://i.scdn.co/image/ab67616d0000b27313b06de2ebe90916265a105b,0,118
Les Deux Guitares,Jean Ferret,Les deux guitares,Jo Privat,Jo Privat 1945-1958 - L'accordéoniste de Paris (Le gitan blanc),2014,0,173986,False,https://i.scdn.co/image/ab67616d0000b273dc34b25fe7f86f7f0812c3c0,1,251
An M'agapas,Konstantinos Galanos,An M'agapas,Konstantinos Galanos,Proti Epafi,2007,2,226520,False,https://i.scdn.co/image/ab67616d0000b273a1a2e1e0d02b78813c35bff3,1,108
Just Like Darts,The Real Kids,Just Like Darts,The Real Kids,The Real Kids,1977,9,279373,False,https://i.scdn.co/image/ab67616d0000b273c354b277659ddcf98dacf977,1,591
Kun rakastaa,Frederik,Kun rakastaa,Frederik,Kolmekymppinen,1980,2,179880,False,https://i.scdn.co/image/ab67616d0000b273fb0f32682d38b0daf7d3948b,1,110
Down ,Stone Temple Pilots,Down,Stone Temple Pilots,No. 4,1999,52,228960,False,https://i.scdn.co/image/ab67616d0000b273591dba0385e1ee1059aa1e6f,1,-1
Remote Control,Dark Distant Spaces,Remote Control,Dark Distant Spaces,Secret Words & Little Treasures,1994,0,273973,False,https://i.scdn.co/image/ab67616d0000b273ce0ce2198b7ce9d8c5362c58,1,2
Hardcore From The Underland,DJ Isaac,Hardcore From The Underland,DJ Isaac,Best Of Dwarf Records,2010,2,683266,False,https://i.scdn.co/image/ab67616d0000b273a320ef70a6e1ce731ae72375,1,2
Flying Fiddles ,Shay Torrent,Flying Fiddles - Remastered,Shay Torrent,Ultra-Lounge: Organs In Orbit,1996,8,115066,False,https://i.scdn.co/image/ab67616d0000b273170a7dbcc91cec5e2870d3af,1,2
Pray ,Damita,A Heart's Prayer,Damita Majette,A Heart's Prayer,2011,0,274117,False,https://i.scdn.co/image/ab67616d0000b273ba17377a06ff0a43ebeed412,1,2
Back Then,BoDeans,Back Then,Bodeans,Mr. Sad Clown,2010,0,216253,False,https://i.scdn.co/image/ab67616d0000b273c2753074d9bfb00805446039,1,2
Call Me,Mint Condition,Call Me,Mint Condition,Life's Aquarium,1999,6,271093,False,https://i.scdn.co/image/ab67616d0000b2733991ea479b607a7ba0e1e9e1,1,16
Scrap,Tin Hat Trio,Scrap,Tin Hat Trio,Helium,2000,6,44533,False,https://i.scdn.co/image/ab67616d0000b273f40b4a3ad3a5e264b8e56f3e,1,2
Zearocks ,Leaders Of The New School,Zearocks,Leaders of the New School,T.I.M.E.,1993,17,84733,False,https://i.scdn.co/image/ab67616d0000b273ec8d442b703f90eaf0b3f15b,6,-1
Milkcow Blues ,We Five,Milkcow Blues,We Five,Catch The Wind,1970,0,259626,False,https://i.scdn.co/image/ab67616d0000b273c0d4054c6b8c32f17878789f,1,2
I Won't Lie,The Twinkle Brothers,I Won't Lie,The Twinkle Brothers,"Twinkle Love Songs, Volume Two",2024,0,204149,False,https://i.scdn.co/image/ab67616d0000b273b24326b879823e107c2bd050,1,2
The Four Big Ones ,Black Debbath,The Four Big Ones (Essential Authors and Works),Black Debbath,Welcome to Norway,2001,1,267986,False,https://i.scdn.co/image/ab67616d0000b2739087cbdccf9f35973bc69a46,1,2
La polka des grenouilles,Serge Desaunay,La polka des grenouilles,Serge Desaunay,Rue du canal,2004,0,128000,False,https://i.scdn.co/image/ab67616d0000b2734744ab3ee0402000e3ce98a5,1,2
Put On Your Rubbers,Fast Eddie,Put On Your Rubbers,Fast Eddie,Teen Sensation,2005,0,97253,False,https://i.scdn.co/image/ab67616d0000b273c5777c35c6efdac89f95c203,1,2
Le système solaire,SANSHIRO,Le système solaire,SANSHIRO,Chansons pour qui?,2003,0,269613,False,https://i.scdn.co/image/ab67616d0000b273fac413404e7a9cef028d1f84,1,2
Quiero Ser Tu Sueño,Andy & Lucas,Quiero Ser Tu Sueño,Andy & Lucas,20 Años en Más de 20 Canciones,2023,42,235000,False,https://i.scdn.co/image/ab67616d0000b2734d57952abf56b0159ba3acf1,1,406
Becoming ,Lennie Tristano,Becoming,Lennie Tristano,Lennie Tristano / The New Tristano,1994,6,271266,False,https://i.scdn.co/image/ab67616d0000b273797d6a7438bde2cf9d890be0,1,2
Il fait déjà ,Claire Elzière,Il fait déjà - Live,Claire Elzière,La vie va si vite (Live),2003,0,235706,False,https://i.scdn.co/image/ab67616d0000b27369c76458ad148edfe3d0f963,1,2
Marbles,Spunk,Marbles,Spunk,En Aldeles Forferdelig Sykdom,2005,0,139706,False,https://i.scdn.co/image/ab67616d0000b273345474c6f8f56b2927c93b00,1,2
Cielito lindo,Mariachi Silvestre Vargas,Cielito lindo,Mariachi Silvestre Vargas,Mexico Gran Colección Ranchera: Mariachi Silvestre Vargas,2010,20,186801,False,https://i.scdn.co/image/ab67616d0000b273ffa8c274f7a624afe0cd55e2,1,80
For All We Know,Ann Hampton Callaway,For All We Know,Ann Hampton Callaway,Signature,2002,5,306200,False,https://i.scdn.co/image/ab67616d0000b2738068e2c61d02489b61b057c3,1,2
Leskiäidin tyttäret,The Avengers,Leskiäidin tyttäret,The Avengers,Tähtisarja - 30 Suosikkia / Rautalankahitit,2014,0,121373,False,https://i.scdn.co/image/ab67616d0000b273b0152450cd9401b2804846a0,1,2
Turn Your Eyes Upon Jesus,Kathy Troccoli,Turn Your Eyes Upon Jesus,Kathy Troccoli,Draw Me Close,2014,13,194026,False,https://i.scdn.co/image/ab67616d0000b27379e2c1d4c594f1fa576003d6,1,632
